PRICE,BEDROOMS,FLOOR_AREA,BUILD_YEAR
2150000,5,303,1976
505000,4,192,1997
660000,4,210,1991
750000,4,262,2002
695000,6,223,1983
442500,3,94,1993
640000,4,152,1945
1850000,7,290,1986
190000,3,95,1983
701000,4,156,1951
540000,3,97,1974
600000,4,208,2010
500000,4,196,2014
500000,4,125,1977
834000,4,242,2013
265000,2,81,1960
485000,4,145,1965
850000,4,283,2002
515000,4,206,1995
770000,2,164,2001
400000,3,115,1978
960000,2,120,1957
410000,3,105,1988
685000,4,230,2004
550000,4,144,1984
389000,3,108,1972
1230000,3,179,1935
465000,4,256,2000
875800,4,302,1996
630000,3,117,1996
454000,4,160,2004
340000,3,100,1971
920000,4,285,2007
240000,3,75,1953
297000,4,122,1994
805000,4,280,1999
462500,4,185,2004
565000,3,222,2003
890000,3,125,1950
509000,3,101,1985
430000,4,200,1993
400000,3,140,1979
635000,3,114,1922
455000,3,148,2003
835000,4,206,1989
530000,5,248,2004
473000,4,230,1989
817000,4,205,1970
1133000,4,261,2000
455000,3,128,2007
135000,2,134,1964
765000,4,198,1996
1340000,4,245,1980
495000,4,125,1998
935000,3,131,1997
823000,4,256,2010
840000,4,153,1979
1250000,3,216,1997
210000,3,118,2014
270000,3,143,1999
432500,4,185,2012
443000,4,143,2000
1000000,4,203,1939
305000,4,160,1998
475000,3,140,1962
520000,4,220,2002
412500,3,147,2013
412000,3,98,2011
400000,4,160,1995
380000,4,140,2004
765000,5,299,2007
440000,4,217,2005
1315000,4,242,2002
390000,4,122,1997
350000,3,130,1985
1200000,3,186,2014
545000,4,208,2004
775000,4,173,2015
1330000,4,377,2004
560000,4,170,1968
895000,4,251,1976
369000,4,146,2010
347000,3,94,1978
1275000,6,270,1997
750000,3,130,1998
491000,4,155,2013
415000,4,161,2003
760000,4,205,1997
480000,3,111,2012
605000,3,157,1960
320000,4,179,1994
1190000,4,282,2009
370000,4,172,2012
367500,3,98,1954
555000,4,200,2006
850000,4,215,2013
575000,5,301,2014
272500,4,127,2012
555000,3,135,1994
550000,4,209,2000
540000,4,176,1981
565000,4,226,2012
690000,4,174,1980
305000,3,114,1954
950000,4,302,2003
360000,3,116,1991
460000,4,193,2014
920000,4,212,1969
846000,3,106,1936
1690000,4,374,2012
400000,3,139,2012
610000,3,170,1988
540000,4,214,1995
490000,4,175,1972
1300000,4,177,1925
1060000,4,258,1999
411000,3,123,2001
150000,3,98,1977
623500,4,188,1975
515000,3,153,1984
380000,3,110,1970
450000,4,187,2005
865000,4,163,1969
545000,4,219,2005
765000,4,228,1994
600000,4,231,1998
820000,4,245,1953
455000,4,130,2000
515000,4,194,2010
437000,3,95,1971
1255000,3,404,2006
225000,3,100,2010
416000,2,91,2008
300000,2,85,2012
425000,2,71,1986
860000,4,245,1998
250000,5,217,2000
565000,3,128,2003
1230000,4,156,1956
460000,4,125,1985
825000,4,418,2016
900000,4,242,2006
832500,3,125,1953
423000,4,139,2002
695000,4,199,1999
795000,4,171,1991
440000,3,85,1963
639000,4,187,1992
515000,4,150,1991
600000,4,196,2009
418000,3,132,2009
430000,4,168,2007
1210000,5,250,2005
510000,2,122,1957
925000,3,196,1998
689000,4,236,2014
1087500,5,261,2002
642500,4,171,2011
635000,3,121,1985
820000,4,218,1999
585000,3,143,2005
415000,3,122,2012
1700000,4,475,2012
260000,3,92,1993
673000,3,230,2007
570000,4,150,1999
345000,3,93,1985
455000,3,99,2003
750000,3,158,2004
381000,3,100,1983
510000,3,146,1991
640000,3,228,2007
420000,2,86,1985
475000,3,104,2003
440000,4,188,2007
330000,3,125,2003
2200000,4,373,2012
435000,4,204,1998
737000,4,238,2011
250000,4,205,1991
430000,4,157,1998
808000,4,304,2006
1800000,3,196,1990
310000,3,142,2007
705000,4,249,2014
550000,4,183,2005
291000,2,90,1963
300000,3,126,1975
677000,4,309,2007
490000,3,119,2010
480000,2,127,1957
430000,3,102,1963
750000,4,290,2007
680000,3,140,1967
370000,4,184,2009
505000,4,181,2004
1700000,5,367,1996
387000,3,91,1970
430000,4,181,2007
577500,4,183,1995
540000,4,152,2003
965000,4,297,2006
780000,4,256,1995
799000,5,207,1991
970000,3,199,1954
530000,3,90,1966
310000,4,146,2002
672500,4,195,1986
515000,4,214,2000
565000,3,172,1956
675000,3,106,2003
910000,5,267,1994
480000,4,163,1998
330000,3,98,1979
750000,4,219,2000
575000,4,147,1972
590000,4,141,1989
620000,4,228,2011
838000,5,184,1912
520000,4,201,1998
410000,4,167,2011
500000,3,169,2012
675000,2,83,1937
760000,4,136,1907
405000,3,104,1977
330000,3,134,1968
600000,3,152,1956
395000,4,160,2006
485000,3,118,1967
561000,3,157,1983
792000,4,374,2016
875000,4,373,1978
1313000,4,199,1975
415000,3,99,1983
1525000,3,190,2004
515000,4,205,2000
1150000,4,263,1983
310000,3,94,1977
420000,4,181,1984
975000,4,319,2001
480000,4,136,1975
640000,4,228,2005
750000,3,132,1985
899000,3,96,1920
402000,4,115,2013
300000,4,152,2007
335000,3,105,1973
580000,3,159,1977
1150000,4,236,1996
1385000,4,144,1950
610000,4,192,1987
720000,4,234,2001
462500,4,195,1993
549000,4,213,1992
1120000,3,235,1999
575000,4,223,2015
1150000,4,210,1965
395000,4,160,1987
420000,3,105,1996
650000,4,200,1983
420000,3,153,1970
755000,4,229,2001
890000,3,120,1950
605000,4,221,2012
520000,4,200,2010
617500,4,231,2005
715000,5,235,1994
365000,4,160,2003
843000,4,268,2016
515000,3,107,1973
275000,3,105,2014
2425000,4,377,1997
610000,3,119,1999
375000,3,124,1979
750000,4,218,1977
702000,3,265,1998
502000,3,149,1997
685000,4,222,2011
528000,4,147,2000
890000,3,178,1991
1187000,5,334,2009
140100,3,124,2015
805000,3,205,1952
360000,4,133,2006
800000,3,117,1981
1180000,4,297,2016
395000,4,142,2001
585000,4,154,2001
500000,4,231,2001
515000,4,165,1976
570000,3,92,1960
260000,3,157,1978
1400000,4,454,1999
900000,4,406,1996
370000,3,100,1950
488000,5,149,2000
440000,3,111,1981
453000,4,158,1999
1351750,3,235,1952
95000,2,81,1974
596000,4,174,1979
260000,4,129,1999
350000,4,191,2011
655000,4,290,1994
510000,4,185,2011
480000,4,210,2000
1650000,4,295,2010
285500,3,72,1955
450000,4,155,2003
445000,4,200,2000
435000,4,153,1994
430000,3,101,1977
465000,3,151,1996
435000,4,141,2003
455000,4,160,1997
420000,4,158,2001
750000,4,225,2010
1050000,4,231,1970
426000,3,143,1970
335000,3,120,1965
640000,4,179,2011
800000,4,223,1993
365000,4,118,1995
585000,5,183,1972
470000,4,166,2001
519000,3,172,1983
570000,4,180,2001
550000,4,184,2013
1000000,3,90,1916
1750000,3,170,2004
376000,3,119,2013
800000,3,181,2004
465000,3,117,1973
730000,3,154,1983
490000,3,130,1985
310000,3,171,2015
450000,3,88,1967
500000,4,206,2008
338000,3,270,2013
400000,4,123,2008
540000,3,139,2000
440000,3,93,1966
85000,4,268,2003
376000,3,96,1970
105000,4,189,2002
580000,4,215,1980
705000,4,164,1978
590000,4,206,1999
787500,4,165,1976
769000,4,146,1958
560000,4,211,2010
715000,3,148,1977
585000,3,135,1999
1150000,4,325,1991
828000,4,245,2013
645000,3,120,2004
555000,3,102,1982
660000,3,123,1996
1300000,4,294,2009
855000,3,162,1993
569000,3,144,2000
370000,3,100,1988
393000,3,129,2004
412000,4,134,1997
625000,3,126,1990
300000,3,101,1974
2150000,4,370,2007
810000,3,149,2014
362500,4,145,1980
722000,5,289,1985
395000,4,139,2002
615000,4,259,1984
2400000,4,384,2010
783000,4,263,2009
400000,3,158,2005
669000,3,278,1975
475000,4,138,1962
610000,4,176,1991
390000,4,204,2013
560000,5,214,1995
759000,5,280,1975
1570000,4,300,2001
648500,4,228,1996
390000,4,154,2002
632500,4,247,1994
435000,3,129,2003
595000,4,237,2004
855000,6,341,2004
615000,4,195,2004
510000,4,172,1994
350000,3,135,2007
610000,3,192,2007
1185000,3,188,1969
895000,6,308,1989
1157000,5,253,2009
295000,3,99,2002
370000,3,119,1975
440000,4,142,1970
430000,4,124,1996
450000,3,144,2014
355000,3,122,2011
325000,3,111,1991
515000,4,189,2009
295000,3,110,1980
305000,3,93,1979
471500,4,184,1994
385000,3,101,1998
805000,3,70,1920
560000,3,143,1914
1100000,3,100,1950
565000,4,177,2005
620000,4,223,2006
1125000,4,153,1971
855000,2,112,1938
560000,4,207,1998
535000,4,212,1990
505000,4,203,2003
380000,4,144,1984
870000,4,163,1974
710000,5,275,1997
238000,3,115,1994
1170000,3,243,1998
1260000,5,578,2012
570000,3,90,1963
1150000,4,284,2004
340000,3,85,1974
318000,4,158,1989
630000,4,216,1997
515000,4,194,2007
345000,3,152,1950
565000,4,229,2009
1250000,5,229,1945
700000,4,220,2002
370000,3,123,1993
762000,3,175,2003
459000,6,242,2015
515000,3,136,1959
485000,3,128,1971
405000,4,190,1995
950000,4,312,1961
429000,3,114,2010
730000,4,239,2004
255000,3,93,1977
1030000,5,336,1995
810000,4,125,1989
1175000,4,277,1994
250000,4,114,1999
620000,5,249,2000
540000,4,230,1990
960000,4,161,1929
325000,3,116,1996
505000,3,132,2005
790000,2,108,1970
621000,4,199,1998
250000,3,110,1975
310000,3,113,2010
1725000,5,243,1923
1705000,4,345,1997
460000,3,123,1981
357500,3,95,1958
512500,4,178,2010
405000,4,155,1994
780000,4,139,2004
785000,4,255,2003
679000,4,152,1974
362000,4,198,2015
530000,4,199,2001
935000,4,214,2004
438000,3,80,1976
549000,3,88,1977
350000,3,92,2013
365000,4,107,1970
1400000,5,400,1900
208000,4,150,2015
475000,4,127,1980
790000,4,210,1989
615000,4,124,1988
512500,4,200,2004
980000,4,295,2004
680000,3,113,1970
730000,3,110,1948
290000,4,158,1997
665000,5,200,1993
1620000,5,262,2005
551000,3,120,1940
1450000,5,256,1985
729000,3,136,1962
535000,4,212,2002
545000,4,214,2002
445000,3,91,1976
400000,4,177,1997
567000,4,246,2000
980000,5,293,1970
325000,4,139,2005
297000,3,155,2004
490000,4,212,1998
290000,3,105,1953
427000,4,188,2001
485000,4,199,1995
709000,4,240,2013
910000,3,140,1910
560000,4,231,2006
1000000,4,251,1970
355000,3,104,1974
700000,4,182,1963
300000,4,205,1991
675000,4,251,2004
470000,4,258,2002
655000,4,242,1999
324000,3,100,2012
296000,4,126,2011
925000,5,330,2010
420000,4,256,2007
519000,4,186,2006
235000,4,189,2015
798000,4,300,2006
569000,4,196,2007
1032500,4,230,1998
1450000,4,136,1970
820000,3,180,1924
1100000,4,190,1977
395000,4,155,2005
950000,4,200,1977
300000,3,123,2010
816000,4,207,1992
1130000,4,249,2006
440000,4,178,1996
792500,4,175,2012
241000,3,134,1983
1120000,4,359,2014
400000,4,144,2015
578000,4,155,2000
515000,2,98,2009
350000,2,70,1970
750000,5,252,2006
258000,2,80,1999
320000,2,60,1986
430000,3,99,1976
440000,3,153,1988
340000,4,116,1970
680000,4,154,1923
620000,3,149,1995
690000,2,78,1972
505000,4,155,1956
640000,4,178,1993
860000,3,121,1910
407000,3,94,1990
587000,5,215,1992
495000,4,136,1972
400000,3,96,1970
635000,3,141,2004
720000,4,189,1993
450000,3,86,1956
980000,3,293,1945
315000,3,110,1979
520000,3,126,1970
444000,4,115,1963
1695000,4,330,2001
730000,3,110,1983
890000,4,196,1994
342000,4,154,1985
465000,4,170,1995
500000,3,177,1994
668500,3,119,1991
875000,4,168,1955
280000,4,138,2013
725000,3,148,1986
455000,3,124,1989
550000,3,140,2000
551000,3,131,1992
760000,4,227,2012
1027000,3,136,2007
425000,3,127,2011
440000,4,141,2000
390000,4,136,1972
440000,3,107,1977
687000,3,85,1965
288500,3,121,1989
1150000,3,174,1993
568000,3,129,2004
800000,3,131,1999
965000,3,207,1991
590000,3,143,2002
439000,3,120,2013
810000,6,170,2010
1170000,3,267,1991
585000,4,193,2008
385000,2,108,1975
480000,3,77,1962
670000,4,191,2012
369000,2,98,1968
1575000,5,118,1975
1350000,5,268,1988
600000,3,136,2004
419000,4,162,2010
1560000,3,315,2010
782000,4,170,2003
521000,2,133,1996
600000,3,112,1993
735000,3,137,2014
410000,3,127,2012
840000,4,180,2003
680000,4,168,2010
270000,3,80,1989
410000,3,130,2007
750000,3,150,1984
500000,4,139,2009
415000,3,119,1993
705000,4,200,2006
920000,4,185,1972
600000,3,150,1995
425000,3,109,2004
775000,3,125,2013
415000,3,132,1995
745000,2,113,1989
712500,4,149,1993
250000,3,80,1970
490000,3,136,1987
150000,3,109,2016
960000,3,187,2010
450000,3,97,1988
506000,3,120,1990
1710000,5,385,2008
517000,3,88,1984
860000,3,126,1986
940000,4,236,2009
920000,4,270,2006
950000,4,207,1991
390000,4,149,2011
315000,3,146,1998
305000,4,230,1995
557000,4,280,2002
650000,3,136,1976
385000,4,184,1970
230000,3,92,2001
525000,3,101,1980
350000,4,192,1979
930000,3,183,1997
285000,4,137,1993
297000,3,150,2006
960000,5,359,2008
840050,4,214,1989
480000,6,201,1975
405000,3,84,1982
375000,3,213,1978
925000,3,128,1949
720000,4,219,1984
542333,4,277,2011
395000,3,127,1994
1400000,5,390,2007
580000,3,183,1976
960000,4,304,2014
1090000,5,283,1988
285000,4,155,2014
710000,4,250,2006
415000,3,200,2002
490000,4,170,1988
490000,4,195,2008
599000,4,208,2010
580000,4,132,1971
432000,4,179,2007
890000,4,500,2002
329500,3,91,1980
470000,4,211,2007
246000,4,115,1989
335000,3,116,1988
1430000,4,232,2009
1200000,6,365,1989
637000,4,166,1973
575000,4,111,1964
485000,3,100,1992
393000,3,124,2000
572000,4,173,1979
430000,4,170,2006
63000,3,111,1972
417000,4,145,1996
510000,4,349,2011
950000,4,240,1976
595000,3,193,2014
2150000,5,290,1990
1750000,3,188,2007
320000,3,93,1979
1045000,3,170,1999
410000,3,146,2014
650000,4,208,2014
580000,2,125,1900
615000,3,175,1970
305000,3,87,1998
350000,3,101,1973
535000,3,165,2002
540000,4,168,1996
320000,4,135,2012
520000,3,174,1989
518000,4,222,1997
565050,4,231,2012
560000,5,199,2001
484600,4,182,1999
250000,4,120,1979
187500,4,145,1999
540000,3,126,1956
645000,4,187,2001
735000,4,165,1979
2100000,4,275,2002
570000,4,185,1980
935000,4,179,1968
875000,4,368,2006
1900000,4,128,1950
890000,4,161,1988
517000,3,170,1990
797500,4,253,1979
575000,4,224,1996
675000,4,230,1994
660000,4,224,2010
510000,4,234,2014
420000,4,127,1994
290000,3,116,1966
395000,4,137,1994
425000,4,216,1998
365000,4,151,2012
387000,3,117,1976
610000,4,223,2008
167000,4,172,2015
516000,4,240,2006
999000,3,191,1999
390000,4,186,2007
370000,4,173,1996
575000,4,210,1997
390000,3,94,1986
429000,4,175,2002
472000,4,141,1975
412000,4,103,1976
350000,5,169,1973
577000,4,223,2005
930000,4,302,2011
360000,3,101,1980
650000,4,314,2000
315000,3,84,1986
641000,4,163,1981
442000,3,138,2013
940000,3,165,1992
550000,4,231,2000
445000,3,129,1974
295000,4,120,1990
720000,4,140,1979
510000,3,182,1975
1200000,4,287,1996
1405000,4,357,2009
715000,3,132,1972
560000,3,162,1969
530000,3,200,1965
295000,3,110,1993
369000,4,142,2005
500000,4,146,1988
595000,4,152,2004
699000,4,244,2011
570000,4,246,2006
500000,4,190,2004
380000,4,172,2014
275000,3,102,1972
955000,4,221,2009
955000,4,221,2009
395000,4,130,1989
1180000,5,276,1999
612500,4,177,2002
490000,4,178,2004
870000,3,211,1998
815000,6,284,2007
477000,3,93,1979
1030000,4,292,2002
1280000,4,236,1968
430000,4,178,2015
538750,3,140,1973
610000,4,239,2011
492000,4,214,2005
742000,4,150,1992
379000,3,155,1971
575000,4,238,2006
360000,3,137,2009
423000,3,175,2004
680000,4,234,2006
492500,4,140,1973
410000,4,155,1995
398000,4,126,1975
880000,4,209,1993
380000,4,139,1990
540000,4,199,1993
690000,3,133,1979
372000,4,107,2000
345000,4,161,1997
805000,5,238,1985
560000,4,137,1990
634000,3,123,1973
455000,3,96,1984
245000,3,105,1989
1090000,5,279,1989
400000,3,112,1990
490000,4,175,2006
490000,4,165,2013
343000,3,92,1960
730000,3,195,2000
460000,4,151,1991
510000,3,170,1988
680000,4,213,2010
740000,2,150,2009
499000,3,141,2004
400000,5,150,1995
510000,5,217,2005
400000,3,137,1967
1270000,5,418,1989
380000,4,110,1995
666500,4,245,2006
593000,4,158,2011
460000,4,270,2007
485000,4,146,1972
345000,3,124,1967
1800000,4,326,2002
288900,4,99,1975
445000,4,155,1999
430000,3,175,2004
660000,4,127,1986
1380000,4,180,1910
435000,3,140,1985
1410000,4,300,2013
592000,4,210,2000
385000,3,125,1993
580000,4,206,2007
605000,4,280,2002
925000,4,180,1977
1250000,4,211,1979
468000,3,163,2002
283000,3,117,2011
293000,4,94,1992
980000,3,128,1954
1033000,4,170,1971
535000,5,165,1978
600000,4,147,1974
725000,4,247,1987
505000,4,150,1998
495000,3,143,2012
300000,3,95,1978
404000,3,133,1998
780000,4,214,1989
485000,4,220,2007
489000,4,153,2000
460000,4,212,2011
565000,4,124,1969
770000,3,157,2014
640000,4,270,2005
242500,3,92,1968
410000,4,198,2015
600000,4,270,2015
1255000,3,304,2012
575000,3,154,1972
530000,4,195,2010
529000,3,140,1975
330000,3,73,1992
2115000,3,148,1956
179000,3,129,1981
631000,4,191,1985
570000,3,177,1964
512500,4,233,2013
900000,4,279,2015
860000,3,114,1970
660000,4,229,2008
375000,3,121,1997
400000,4,161,2013
462750,3,129,1976
500000,4,190,2005
1600000,5,286,1940
360000,3,139,1984
561000,4,162,1981
660000,3,119,1971
485000,4,149,1999
410000,4,181,2007
368500,3,116,2001
593000,4,179,2004
470000,3,115,1910
707000,3,128,1960
1090000,5,285,2012
542500,4,260,1997
690000,4,225,2015
480000,4,162,1994
880000,4,198,1980
1475000,3,147,1946
330000,4,178,2005
750000,4,273,1990
600000,4,181,1990
420000,4,235,1984
575000,3,146,1991
832000,3,200,2003
455000,4,130,1990
380000,4,200,2002
1520000,3,261,2007
260000,3,97,1960
570000,4,200,1980
549000,4,154,1966
1550000,4,223,1960
530000,4,136,1987
331000,4,201,2015
218000,3,95,1992
492000,3,139,1969
189000,4,171,2015
515000,4,191,2004
530000,4,230,1991
970000,5,386,2009
665000,4,188,1979
1290000,4,260,1987
760000,4,206,1986
600000,4,165,2014
324500,3,177,1981
549000,5,247,2013
330000,4,132,1998
1375000,4,270,2010
517000,4,233,2006
990000,5,296,1997
425000,4,149,2016
572000,4,188,2005
926000,4,252,1983
850000,4,263,2009
350000,3,89,1963
430000,4,201,1994
800000,4,190,1992
1130000,3,117,1947
200000,3,117,1960
465000,4,220,2004
440000,5,172,2005
445000,4,119,1996
646500,3,129,1935
380000,4,159,2004
750000,5,226,1997
335000,3,101,1984
520000,4,158,2014
290000,3,93,1978
560000,4,224,1985
585000,4,170,1985
872000,3,138,1969
400000,3,108,1970
350000,4,170,2008
320000,4,207,1988
320000,4,176,1999
605000,4,231,1981
1520000,5,263,2001
425000,3,111,1977
457500,4,152,1994
710000,5,249,2002
385000,3,91,1987
317000,4,152,1983
315000,3,141,2007
330000,4,108,1996
935000,4,255,1990
675000,4,135,1976
237000,3,82,1979
359000,4,148,1983
625000,4,211,2009
325000,4,135,1996
1300000,3,260,2014
890000,4,300,1980
490000,4,124,1988
1050000,3,215,2000
163000,3,134,2015
470000,4,167,1967
600000,3,223,1981
415000,3,140,1963
530000,5,210,1991
290000,4,220,1994
570000,4,161,1976
960000,4,268,1989
1480000,4,201,1958
465000,4,235,2010
840000,4,232,1988
430000,3,118,1987
720000,4,223,1986
540000,3,97,1953
325000,3,121,1968
252500,3,102,1970
285000,4,145,1980
1430000,4,268,1976
311000,3,132,2004
470000,4,184,1973
1040000,4,216,1990
450000,4,159,2014
495000,3,124,2015
990000,3,190,1992
1790000,4,130,2009
625000,4,159,2005
510000,4,131,1968
510000,4,135,1973
1100000,4,220,1990
665000,5,216,1989
477000,3,149,1987
55000,4,207,1996
540000,4,204,1999
777000,4,260,1997
850000,4,260,2010
549900,5,319,2013
1060000,4,283,2002
975000,4,250,2005
1675000,4,329,1967
495000,4,220,1972
572500,4,238,2002
319000,4,264,2016
596000,5,230,2009
510000,4,202,1999
580000,4,282,2004
455000,4,213,1982
550000,3,86,1980
340000,4,132,2003
700000,6,248,1984
459000,4,225,2008
940000,4,439,2001
455000,4,219,2013
837500,4,190,1974
420000,4,187,2012
455000,4,150,2002
289000,3,110,1989
333000,3,107,1995
775000,5,288,2004
680000,5,185,1992
490000,4,156,1999
600000,4,191,1990
341000,3,119,1987
465000,4,150,2000
530000,4,176,1996
173000,4,191,2011
860000,4,247,2005
440000,4,164,1994
430000,4,134,2000
577000,4,155,1984
320000,3,139,2012
480000,4,162,1999
420000,3,94,1990
725000,3,176,1998
1025000,4,216,2003
526000,2,100,1961
337500,3,89,1959
449000,4,189,1980
875000,4,295,2003
380000,4,108,1989
520000,3,180,2013
390000,4,154,2006
1100000,5,234,1975
369000,4,175,2014
198000,4,143,2015
369000,4,156,1982
490000,3,137,1978
615000,4,240,2014
920000,4,278,1994
455000,5,206,1994
813200,4,227,2009
1135000,5,349,1975
630000,4,259,2009
355000,3,137,2012
940000,6,271,2001
515000,4,212,1995
317000,3,100,1972
300000,4,182,1994
396000,4,180,2005
500000,4,160,1978
365000,3,116,2012
345000,3,80,1974
590000,4,201,2002
539000,4,120,2007
680000,2,113,1950
439000,4,142,2005
147900,4,137,1999
543000,4,204,2005
429000,4,140,1987
835000,4,237,2004
375000,4,170,1988
495000,4,165,1977
545000,4,153,1981
370000,4,130,2011
610000,4,189,1980
1215000,5,360,1990
373000,3,108,1986
850000,4,296,2015
452000,4,190,2004
358100,3,171,2007
320000,3,132,1963
507000,3,171,1998
435000,3,111,1992
595000,3,169,1995
476000,4,134,2012
410000,4,165,2007
415000,4,150,2003
530000,4,267,2002
2045000,5,319,2000
490000,4,180,1980
200000,3,103,1977
435000,3,155,2014
480000,4,148,2011
1150000,3,292,2013
815000,4,214,1989
828000,3,187,2003
750000,3,166,1996
340000,4,220,2005
880000,3,166,2002
575000,4,205,2006
637500,4,234,2005
439000,4,215,2003
185000,4,185,2014
525000,3,126,1979
1005000,4,199,1998
505000,4,181,2013
367500,3,137,2010
324000,3,151,1986
675000,3,145,2007
645000,4,233,1999
252000,3,92,1973
1508888,4,409,1996
645000,4,259,1997
545000,4,232,2003
415000,4,144,1998
610000,4,220,2000
1270000,4,283,1979
800000,4,200,2004
475000,4,194,2008
590000,4,243,2004
730000,4,250,1989
1100000,5,225,1940
500000,4,210,2006
366000,4,134,2002
680000,4,207,2003
470000,4,156,2013
700000,5,251,2002
870000,4,230,1991
528000,4,332,2008
370000,4,111,1997
445000,4,210,1989
362500,4,200,2007
580000,4,243,2014
485000,4,173,2000
405000,3,117,1992
675000,4,225,1985
475000,5,199,1999
445000,4,155,1998
540000,4,200,2003
630000,4,259,2000
520000,4,157,1990
1485000,3,277,1957
87640,4,253,2005
440000,4,116,1998
900000,4,392,2012
715000,4,273,2002
595000,4,230,2010
680000,2,72,1920
54500,4,174,1999
525000,3,191,1969
1750000,3,140,2011
510000,3,151,1984
612000,4,209,2008
390000,3,93,2000
387000,4,156,2005
840000,4,240,2009
505000,3,127,1983
435000,4,236,2006
480000,4,177,1975
520000,4,211,2015
1430000,4,248,1994
240000,3,115,1978
2325000,6,396,1996
350000,4,152,1995
550000,4,181,2015
1370000,4,266,2013
426000,3,102,1979
470000,4,200,2003
770000,3,83,1977
560000,4,186,2005
530000,4,155,1980
305000,3,100,1993
801000,4,210,1995
553000,6,170,1998
417000,4,156,1973
393000,3,122,1979
470000,4,196,2005
460000,4,207,2005
395000,4,178,2008
1025000,4,275,1994
410000,4,132,1974
419000,4,205,1999
389000,4,195,2002
425000,4,206,2005
1330000,5,333,2000
335000,4,178,2005
815000,4,213,1997
660000,4,235,2007
262500,3,122,1990
281000,3,138,1973
560000,4,144,1965
468000,4,255,2013
370000,4,172,1998
690000,4,192,1967
345000,3,143,2013
510000,4,215,2006
1050000,4,307,1996
231000,3,130,1972
325000,4,122,1976
480000,3,134,1985
525000,5,228,1997
1075000,4,145,1950
538000,4,166,1994
390000,5,153,2006
550000,4,176,2004
610000,4,259,1985
360000,3,273,2000
412000,4,130,1996
445000,3,118,1983
165500,3,105,1980
739000,4,200,2007
715000,4,182,1993
415000,4,177,2013
515000,4,169,1991
215000,3,152,1987
830000,3,150,1980
799000,5,260,2008
320000,3,96,1984
700000,3,128,1965
600000,3,155,1904
505000,3,109,1995
325000,3,126,1977
430000,3,104,1986
373000,3,173,2004
850000,3,170,2006
1250000,3,221,2006
625000,3,150,1997
440000,3,166,2005
330000,4,134,1995
340000,4,184,1993
495000,4,180,2003
560000,3,152,1980
535000,2,55,1957
255000,4,169,1994
602000,4,295,1978
330000,4,140,1992
645000,4,142,1974
433500,3,162,2008
1299000,5,317,1971
590000,5,310,1987
570000,4,136,1984
455000,4,234,2007
1000000,4,262,1970
460000,3,112,1965
510000,4,172,1963
345000,3,119,2010
550000,4,175,2006
600000,4,214,2005
520000,4,127,1987
400000,5,349,2012
585000,4,170,1980
425000,3,223,2007
770000,4,282,2010
339000,4,200,2015
510000,3,113,1973
480000,4,155,1999
470000,4,192,1992
462500,4,158,2011
402000,4,134,2006
600000,5,251,2001
565000,3,141,1957
595000,4,140,1953
315000,4,194,2007
458888,3,114,1986
530000,4,130,1979
460000,4,202,1992
200000,4,122,1985
833000,5,230,2003
515000,4,180,2001
460000,4,166,1978
450000,4,123,1989
697500,3,203,1915
615000,4,196,1997
540000,3,170,1970
750000,4,280,1980
1050000,4,289,2001
488000,4,180,1994
373500,3,111,1984
460000,4,165,1999
870000,4,232,1987
270000,5,139,1970
530000,3,102,1987
425000,3,115,1994
710000,4,226,2013
393000,4,176,2014
800000,4,288,2008
190000,3,89,1978
590000,4,166,2006
470000,4,174,2002
2240000,5,252,1925
1200000,3,205,1981
510000,4,194,1999
477000,4,193,2005
780000,3,186,1987
1100000,4,245,1945
209000,4,239,2014
460000,4,201,1997
605000,3,89,1988
810000,5,269,1998
720000,4,185,1978
585000,4,221,1981
610000,5,212,1998
350000,3,191,1997
515000,4,190,2007
389000,4,150,1994
417500,4,196,2007
680000,4,297,2005
317000,3,130,1999
335000,4,112,2006
485000,3,130,1983
324000,4,110,2002
610000,4,263,2014
750000,4,297,2008
375000,4,164,2006
456000,4,153,2011
400000,4,232,1986
921000,4,209,2000
340000,3,141,1991
720000,4,210,1985
542000,4,217,2003
380000,4,125,1998
430000,3,176,2015
810000,4,208,2005
591295,3,133,1925
580000,4,242,2007
486000,4,120,1972
247000,3,110,1991
447000,4,134,1968
480000,4,192,2012
160000,3,93,1978
594000,4,182,2004
540000,3,206,2009
580000,4,214,2010
800000,4,239,1982
408000,3,156,1995
745000,3,138,1968
350000,3,95,1976
731000,3,266,1988
255000,3,130,1979
525000,4,208,2010
695000,4,185,1989
500000,4,182,2003
380000,4,157,2007
562000,5,209,1980
495000,4,221,2007
430000,4,172,2002
555000,4,214,1991
595000,4,189,1999
590000,4,235,2000
390000,2,103,1955
780000,5,321,1995
460000,8,350,1956
420000,4,148,1987
745000,4,227,2011
640000,6,356,2007
820000,5,236,1987
422500,4,188,1996
840000,4,196,1996
385000,3,97,1920
470000,4,153,2005
340000,4,102,1990
575000,4,202,2010
810000,4,241,1994
335000,4,156,2006
410000,4,146,2001
185000,4,167,2011
620000,4,280,2002
480000,4,189,1997
807500,5,356,1992
1150000,5,281,1980
1420000,4,288,2002
695000,4,204,1988
570000,3,215,1960
445000,4,212,2008
1605000,4,233,2001
565000,4,241,2014
585000,4,186,1998
350000,4,134,1989
1425000,5,470,1969
406000,4,188,2000
2100556,5,275,1978
630000,4,166,1996
525000,4,154,2000
900000,4,142,1960
